depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_4,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-001332,BICR78,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,,,,,,,,2.4151958844626296,1.0118475594813243,,,,,,,,,,,,,,,,,,,,,,1.9799631659435013,,,,,,,,,,,,,,,,,-1.9663487414087448,-6.2078522576870405,,,,,-5.790497230304267,,,,,,,,,-0.4105498519102375,0.813100073444688,,,,,,,,,,3.1836770236719496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.094823477021532,,,0.0021668471773579755,1.9160404516596896,,,,,,,-7.262729256734962,,,,,,,3.076508145417088,,,,,2.5489822859625364,,,,,2.965017139559163,,-6.253618003595334,,,,3.184583026370753,,,,,,,,,,,,,,,
ACH-000245,BL41,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,,-6.598084550951753,-9.170417291246686,,-0.4895313657936241,-9.379866344207864,,3.0496710165164207,1.1248478316642658,,,,-1.911649800994481,1.6468519585661003,,,,0.14533774396159604,,3.4886463294382475,,,-4.105037249876759,,,3.2378962111462144,,,,,1.0507728907213858,,,-6.861090046075286,,,3.0705282139975365,,0.09100110816562047,3.2113373147830586,3.23930138694449,,1.17521940375854,,2.284269495704183,-1.5846821445295751,-6.252851200017985,-6.63707312514353,-8.511939523983102,,,,0.1276178437644809,-10.0192378687133,3.2225750037462437,-0.3696717461844225,,,,,,,-5.1257692819580125,-2.7162320591596685,,,,3.009980739320434,,,,,3.497661076474824,0.7886148325172322,,,-0.8140634288733785,,1.5315323905331164,,,,0.2714809321792939,,-1.3526003566536935,,,3.0243902139892165,,,,,,,-3.8497278454826462,-4.0657493443640105,-4.2374087798789635,,4.300481703779141,,,,,-3.312898533830095,,2.024348619179629,,-5.785981081898037,,4.246493818405736,1.0997249929542332,0.7392777957898995,,,,-8.066487378168393,2.1758649173762663,,,0.34871506728938034,,,0.4790800705482596,,,0.6519748111320318,,-1.8785651347327643,,3.2133381930985188,,,2.028303099761964,,,3.2564007497512186,,,1.4609057922673236,,3.165050659674886,,,-0.7165518955654512,-9.539645285039,3.155886728841096,2.5311120753706984,2.0366729624560893,-1.7662956031852155,1.4439238742098657,,,,
ACH-001453,BPH1,Prostate,Prostate Hyperplasia,,,-5.348072853723088,-9.098774442869017,,,-8.072581677953018,,2.4597140998155744,2.576239391979488,,,,0.3514253250440353,1.7255828641165634,,,,3.1622231678673667,,4.88995059134992,,,,,,,-4.367183757524081,0.37869736001299137,,,0.6674501123414462,,-2.7900356240255832,,,,,,1.6089695574269225,,1.1686589100398734,,,,,,-4.809150473282736,-2.790721530576856,-6.0313747829013495,,,,1.8205864226664743,,3.176195813611554,0.21595899182795567,,-3.8764823730307967,,,,,-2.6522699486963592,2.3751253768897285,,,,2.6166995099105548,,,-0.6096761499234975,0.3920603977999248,,,,,,,2.9378309073698228,,,,2.4781384328657983,,,,,,,,,,,,-1.9953004433814177,,,,,,,-6.038926117215081,-6.571019602188027,,,,,0.5749009166043731,,,3.093200204809486,0.8323974257502087,2.392821582607296,,,-8.326508166000272,,,,,,-0.27833760739448976,0.2843095344446118,,,-1.1778451802713328,,0.24311972914383706,,2.892174191860928,,,,,-5.821971727749717,,,,-0.01714165602890512,,2.154761028991845,,,,-8.577664540006317,2.2977770254655487,,1.908421625475444,,,,,,
ACH-000536,BT20,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,3.2293333608508488,,,,,,,,3.2468812116982413,,,,6.626831953249288,,,,,,,,1.6213403821495784,,,3.203730814347101,,,-5.05020050131474,,,,,,,,,,,,,-4.940134173405983,,-6.437046678651322,,,,,,,,,,,,,,,,,,,,,2.637898073100787,-0.7472454414979505,,,,,,,,,,,,,,,,,,,,,0.6326052559853198,,,,,,,0.7806327339658542,,,,,,-3.320304152491792,,,1.49264433284133,,,,0.3766318283836289,,,,-5.7203960286476425,,,,,,,,,,,,2.0038171169850987,,,,,,,-5.7858667020482715,,,,,,,,,,,,,,,,,,,
ACH-000927,BT474,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,1.9590549496982703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.717357344627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9438353502270984,,,,,3.092597395135237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.95496691754007,,,,,,,,,,,,,,,,,,,
ACH-000818,BT483,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,,,,,,,,,,,,,,,3.149765079993493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000288,BT549,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal B,,,,,,,,,2.2080754825816347,,,,3.017258743732259,,,,2.376876479096612,,,,,,,,,,,,,,,,-5.25272195045293,2.84618705111722,,,2.0468065398395883,,,3.182607575901353,,,,,,,,-7.5697076596336945,,,,,,,,,,,,,,-0.7975274141090469,,,,,,,,,,,,,,,,3.163255573895668,,,,,,,,,,,,,,,,,,,,0.2613499253204176,,,,,,,4.298515024858001,,1.7374620803942864,,,2.13473587826661,,,,,-5.118570057609036,,,,,,,2.830796720908662,,,,,,,,,,2.908747878390616,,-2.7813164346349804,,,,3.0719306486583977,,,,,,,,,,,,,,,
ACH-000432,BV173,Blood,CML,Blast Crisis,,,-7.853551722227308,-0.2246618751542794,-5.915233329420277,-9.229533783644142,,-4.617218027301578,0.1063544123304058,-6.527967476576152,2.5339326515987577,,-1.9116445928212389,1.8531544793589856,,,,0.6635550315768314,0.6243855823081516,4.830584506636195,,,-4.9288622172215035,,3.254056184058355,,-4.624499824561826,,,,1.8008137153798631,2.757396002188893,-5.5563695698982976,-8.105282148882699,,,2.0093850294758817,,-0.10071682893654303,-0.7371721912313679,2.210428238244687,,3.4814546475892096,,1.3727477177790162,-1.733355178676549,,-5.146265224816002,-8.25009857157785,,,,0.08018931712826775,,2.3962358453196995,-1.444802235952929,-2.270494365397516,,,,,,-5.205274164652971,-2.8978338965669574,,,,2.239220534173333,-5.788192826493307,,,,5.055530403726551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9644900609179656,0.2183798970856788,2.9106761687208675,-2.66300808662984,-3.1176139333098294,,,,,-1.0981399889938248,,,2.231106784742936,,,0.7535148434462958,,-0.18314363392901475,,2.772932249413692,3.213518801802224,,3.0138383677707528,,,,,,-2.0943046680276174,,3.1408832634098096,,0.5623768781350231,,-8.466719319970334,,,3.224149238524496,,0.9448198977019744,,,,
ACH-000535,BXPC3,Pancreas,Exocrine,Exocrine Adenocarcinoma,,,,,,,,,,,,,-0.5442145373644705,,,,,,,,,,,,,,,,,,3.128466719263612,,,,,,,,,,3.1302459883106724,,,,,1.9295465737784645,-5.8269026369202255,,-6.216222078710598,,,,,-4.674120099351441,3.2736164459776838,,,,,,,,-0.09493259360540857,2.0791779304507747,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1261450657781777,,,,,,,,,,0.8957361153931798,,,,,,-1.39583938279508,,,2.0523104766351463,2.13863250079676,,,,-6.3021593887030924,,,,,,,2.1726103477970025,,,,,3.034982351756924,,,,,,,,,,,2.59679418798378,,,,,,-6.220109092270517,,,,,,,,,
ACH-000009,C2BBE1,Colorectal,Colorectal Adenocarcinoma,,,,,,,,,2.0482484758670005,1.6436059106671723,,,,,,,,,,,,,,,,,,,2.018464422227193,,,2.187153774217998,,,,,,3.1793190108991736,,,,,,4.7739708559709015,,,,-3.610299734809345,,-7.356985075388532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343652661804147,,,1.897001166825884,-5.954525107648588,,,,2.661202565550057,1.8067852027201297,,2.9058657393508867,,,-1.7668005028852611,,1.2445378060852823,,,,,2.1900620199310588,,-4.852534413972188,,,,2.8852625868322783,,,,,,,,,,,,,,,
ACH-000580,C32,Skin,Melanoma,Amelanotic,,,,,,,,,,,,,,,,,,,,6.61668604885517,,,,,,,,,,,2.1038312936640526,,,,,,,,,,,,,,,,,,-6.688011790914597,,,,,,,,,,-4.410130083787025,,,,-0.6837374841684146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4660941389568409,,,,,,,,-6.9031923202474115,,,,,,,,,,,,1.0844100962094785,,,,,3.2812807466199887,,,,,,1.5486253796986769,,,,,,,,,,,,,,,
ACH-001333,C33A,Cervix,Cervical Carcinoma,,,-5.050420652670121,-6.903459314281203,,,,,3.2125753759567006,0.8293475665048488,,,,-0.5859803330562479,,,,,1.6971899902308385,,6.349960666239062,,,,,,,,2.530724437555558,,,0.5744737649480396,,,,,,1.8212607930543887,,2.7763131674300063,,,,4.755665408865657,,,-1.038177445288572,-5.139841111779228,-5.3391493637267855,-6.288587725901178,,,,,-8.011295437719925,,,,,,,,,-3.6279101824957807,-2.2911537592527242,,1.9570967712263985,,,-5.4755321196241535,,,,,,,,,,2.9609463566595764,,,,,,,,,,,,,,,,-0.1912352290523373,-0.8093222712114391,-0.7925215379115131,,,,,-5.3309841120785215,-5.2134687675145726,-1.971421234060412,,2.0569795200473986,,0.07968781766243578,,4.287255633627574,,1.9177709956393307,,,,-7.332053053454009,1.7468010440083799,,1.8802618945799432,1.3068886880732211,,,2.8973776579683306,,,1.5836137719928107,,-1.2100531445146314,,,,,1.9779957066309533,,,,,,2.8673938225482445,,3.3112675943605496,,,,-6.6026793180533625,,,,,,,,,
ACH-001021,C3A,Liver,Hepatocellular Carcinoma,,,,,,,,,,2.1129312336025112,,,,,,,,,,,5.306568747627988,,,,,,,,,,,,,,,,,2.231080797275641,,,,,,,,,,,,-5.681340546092672,,,,,,,,,,,,,,,,,,,,-5.144466636253296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20983125020117271,,,,,,,3.161512204083101,,,,,,,,,,,,,,,,,,,,,,,-0.21316280892432427,,,,2.7878787957106,,,,,,,,,2.1276135756370618,,,,,,
ACH-001334,C4I,Cervix,Cervical Carcinoma,,,,,,,-6.945309379363736,,1.7169645441912704,3.196033951560453,,,,0.05182481310906495,2.5467728462024204,,,,3.28166355124534,,,,,,,,,,,,,,,,,,,2.1971517347297214,,,,,,,,,-0.6800477723015405,-3.9323414516639854,-2.496412952638128,-7.438622390738858,,,,,,,,,,,,,,-1.6342469729005655,,,,,,,,,,,,,,,,2.4053157671750767,,,,,,,,,,,,,,,,,0.6810429571370276,,,,,,,,,,,,0.5889296320713224,,,3.102235251081364,0.9679515467574022,,,,-7.019828862682082,,,,2.2089753864562818,,,2.99802782907962,,,,,1.0663247013262105,,,,,,,-2.16627829415622,,,,1.065391390189648,,,,,,-6.922901032659673,2.71706160098502,,2.214537206092004,,,,,,
ACH-000440,CA46,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,,,,,,,,,0.4601021572335804,,,,1.9727448985219482,1.9564813344730518,,,,2.6683928784192945,,6.386560412204155,,,,,,,,1.6212122670760212,,,1.3074432673456586,,,,,,,,,,,,3.1513122104171347,,,-0.2209838907370844,-5.611374407568951,-2.0810342854913704,-7.107070780865352,,,,,,3.2794695328636116,,,,,,,,-2.17173759423961,3.2976000045606866,,,,2.2867135330246184,,,,,6.481296053642082,0.4472968893429425,,,,,2.835723409919533,,,,,,,,,,,,,,,,,,-1.0191742941817674,,,,,-3.858507292276165,,,,3.939714808192581,,-1.0984657129762518,,,,0.8440820405626007,,,,-8.221259000852044,3.0045951937490023,,,,,,2.9255485788486526,,,,,,3.1892974414188373,3.1143402026259985,,,,,,,,,1.0101756522549907,,2.3575535273839545,,,,,2.4681982358136816,1.7001715106304478,1.9587972253225336,,,,,,
ACH-000210,CADOES1,Bone,Ewing Sarcoma,,EWS_ERG,,-5.1217546130785365,,-2.6837216200364384,,,1.4597247746541642,1.4283617171254634,,2.2195951575156667,,-0.5523504384169089,2.9406319358217807,,,,1.8443100175804013,2.0705058885041843,6.216208387254839,,,,,,,-3.08142041015765,,,,,,,,,,3.071234303287992,,-1.2909242828261616,,,,,,2.1114549916676992,1.2708172551806447,-3.152110577845084,-5.106817411243536,-6.242820849272224,,,,1.075200413479273,,3.1978028607123403,,-3.165107418964542,,,,,,-2.078659209966908,-0.5416300108622006,,,,,-4.9466017258517265,,,,,2.77929877624297,,,,,,,,,,,,,,,,,,,,,-3.4121269172185005,0.774960814987716,0.4915562491325149,,4.292309098568529,,,-1.2032246541872913,-3.2716018447035857,-1.7138555694140334,,,,-0.04431041918111692,,,2.233206961030948,0.9421944932852152,,,0.4226561417887012,-7.478981021894232,,,,0.8879587070793084,,,3.0660718392619133,,,0.4586529833538082,,0.801216896775382,,3.199973262214713,,,1.7676727501250624,,1.9261565401624243,2.1867100449756864,2.471277126059341,,-0.3464391166273692,,,,,,,,,3.1885383973587937,,,,,,
ACH-000212,CAL120,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,,,,,,,0.4622050303460313,3.010375265788084,3.0972586697002407,,,1.7440198970576362,,,,,,,6.6064646914811025,,,,,,,-4.9921312579390245,2.6161829590974697,-3.021369113558312,,1.8854528387415599,,,,,,,,,,3.029589705687717,,4.803538881139253,,,3.049821156726314,-3.6027860741908437,,,,,,,,,,,,,,,,-0.90813308008884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4053831105455907,1.4669160975363078,,,,,,,-0.5211954460677649,,,,,0.8024251215869392,,,3.099406482312572,1.5811243928649392,,,0.5731157769227438,-6.7330544740446845,,,,,,,3.2317415551985724,,,-1.1145069541728387,,0.5132360936732133,,,,,2.2978327242181584,,,,-1.1749528095314044,,1.1941498545280247,,,,,,,,,,,,,,,
ACH-000902,CAL148,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,-9.034713461169613,2.1877408227601163,-2.1355058507114326,,,,1.0224827568119963,,,,0.8367633856664881,2.8796322278924635,,3.1985864488977835,,2.3187796398549283,2.4851485033690497,,,1.9355824322577857,,,0.024490073084843998,,-3.3159042184972067,0.416017907469296,-2.47764057847162,,,,,-7.192162222895485,,,,,-0.7040042784117324,1.1023044645051667,,,,,,0.0441042126687251,,2.224844093676104,,,,,1.0991185013504599,,,,0.5475346630090113,,,,,,-3.5347511200232784,,,-2.550165840394186,,,,2.3786604490138106,-1.4558414090338994,,,-0.8157084261007019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2250853959242813,1.0920269950867567,,,,,-2.4494765101979628,,-1.6856162043611085,1.8747710916064435,,,2.914389210371418,-1.459824619444617,,-0.7407490594804148,,-1.4790261573628756,,,,,3.2141269270698465,,-5.928732129572262,,,,-1.0964949801535224,,1.917725641665084,,,,-7.551513382724777,,-3.117059925986883,1.6549895298941308,,,1.4441482584604786,1.2984353195377123,,-1.6798365552049541
ACH-000832,CAL27,Upper Aerodigestive,Upper Aerodigestive Squamous,,,-5.0661723216075485,-8.520337584462714,,,-9.443678416010359,,2.9118456983743126,2.7997421032658374,,,,1.29483355775497,0.6207834647606002,,,,2.3620909673710395,,5.358975320526789,,,-4.570431860677946,,,,,,,,1.7433701524220857,,,-7.48260502072563,,,2.6660067065226456,,1.92367125967269,,,,,,,1.9900513309723256,-5.385676289760702,-5.211199307675937,-8.111229920161936,,,,-0.6033044239324409,,,-0.16109258319807224,,,,,,,-1.2566097289362503,-2.0272037221120383,,,,,,,,,,2.6082684129367486,,,,,,,,,,,,,,,,,,,,,-1.9812211721159687,1.0611899118664772,1.3841735521058014,,,,,-6.202693346887598,,-3.65602511278418,,,,1.03654861686821,,,3.0928552998674523,0.18788965696188512,,,3.1959826663680864,-7.5463711565537395,,,,,,,2.90197545240344,,,,,-1.0719177435752174,,,,,,,-3.81139780915897,,,,2.136502068401372,,,,,,-7.758974203202914,,,,,,,,,
ACH-000142,CAL29,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,,-5.215986857742713,,,,-6.936698076322273,,1.9899801559825152,1.787453776491967,,,,0.008460587960883541,2.9258705415950517,,,,2.350970797164538,,6.534708239843439,,,,,,,-3.069155781908101,-0.08579939441112143,,,2.271254573553806,,,,,,,,2.1565200505819453,,2.2274370998637134,,,,,0.4704970630916516,-4.9038838228493615,-5.147614474840978,-7.071052917116789,,,,,,,,,,,,,,-1.0773233327782088,-0.41738789404702586,,,,3.0261154368080265,-0.8811662280570483,1.6710158334616694,-2.5991478941622184,,,,,,,,3.2014144305830654,,,,,,,,,,,,,,,,-3.2721133564312046,-0.6111147858134796,-1.18058377588484,,,,,,-6.822943690913914,,,4.2443783232467895,,0.5525901687630546,,,3.256029797243128,0.9373930043065456,,,,-8.329732900648928,,,,2.751173053442276,,,2.2522335120042545,,,-1.0093539314951414,,0.0818821640173033,,,,,,,-5.620603909737665,,,,2.897045630279212,,,,,,,,,2.9939904719392114,,,,3.282083517130509,,
ACH-000518,CAL33,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,,-5.1844275889249465,-8.454220852096018,,,-8.99829110868914,,2.3834806103004667,,,,,0.9872586256672842,2.9352580541667743,,,,1.7321296503356305,,6.316704240552932,,,-1.4569186423598603,,,,,0.9973953661439441,,,1.9934536561669136,,,-6.687932310676228,,,,,,,,,,,,-0.09265264088250344,-5.054370815359361,-4.991483001806556,-7.109812128661855,,,,1.3316840565067185,,,0.6389798095028765,,,,,,,-1.2700119621212054,0.2586790536296189,,,,2.992457130466527,-5.2377636204319264,2.008223031331147,-2.55767360774913,,,,,,,,,,,,,,,,,,,,,,,,-3.3971824173486387,-4.571556175542086,,,,,,-5.215912280352628,,-3.1314081920120875,,,,-0.6778758969202721,,,,2.38354697531649,,,2.02629990937746,-7.482502658311647,,,,2.6025680081225726,,,,,,0.698216511674805,,0.4333506169983302,,,,,2.2296483585862763,,-4.906013802564644,,,,-0.5233696162807332,,,,,,-6.921108722308488,,,2.976222666730017,,,,,,
ACH-002091,CAL39,Skin,Skin Squamous,,,-5.463705000708835,-8.041772589964811,,,-9.424556018174409,-1.2314311878078286,2.2575366323844754,1.1067324590510348,,,,-0.1582164960499699,,,,,2.8558220571105517,,5.3197253113092975,,,-4.9149954832615625,,2.7408714384378112,,-4.733008913765653,-0.28744987713283965,,,0.5687235530901149,,-4.340814136666617,-8.097330136557241,,,3.240333655428228,,2.4356824306978786,,0.9117019699384376,,4.413787821451474,-0.0566750636870969,,0.19084040091554408,-4.88578870108459,-4.710939365769506,-7.114122449007798,,,,0.5433293360720008,,,-0.17078837670802438,,,,,,,-1.1692188044894665,1.4442116453628675,-1.9414493721205663,1.6115351074675164,,-0.4759488585549526,-6.6913760053088245,1.5543780665004483,-2.56059968871679,0.2860298109842545,,2.4993375518786736,,,,3.01034349911254,,,,,,,,,2.976764766075933,3.131794936582439,,,-1.761615480957901,,,,-0.8814702740866566,1.114278677786651,,,,,,-4.918558054504286,,-2.993752638370597,,,,0.919861375432885,,,1.9630251302894484,-0.07500576925840477,0.033821714137641484,,1.822615024019136,-7.815512499756465,1.7509914421010873,,,,1.0344147232575127,-1.9383817126374625,1.268485392128066,,,-2.495245867608481,,-0.2498299410985919,,3.2367994040843264,,,,,-4.2908230404379575,,,,-0.3268969729705314,,3.3019403737453947,,,,-6.578633630511483,1.9839599377033168,,2.772167271193996,,,,,,
ACH-000856,CAL51,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,-3.912988392675311,-7.432209247288173,,-1.168327531678551,,,,2.262151801639455,2.0566328443268738,,,-0.6432991842196988,,,,,,,6.312114351107475,,,,,,,-3.5535224102928797,1.8854540695563216,,,1.5966730092146826,,,,,,2.2456690786461984,-5.389280405194714,2.6530592140886067,2.337242484965784,2.3459644614656656,,4.6748716317974885,,,,-5.420529548349311,,,,,,1.0456320650994604,,3.275701381156102,1.2131266895825967,0.636122198728773,,,,,,-3.3619614707159635,0.013090372271537613,,,,3.0305124552306864,,,2.61603688067709,,,2.1858698555365517,,,0.6287314395650446,,,,,,,,,,,,,,,,,,-1.2135230007031106,-1.1312069762935857,-2.285485910248754,,,,,-5.234700691475174,-6.293439392158878,-2.316939629175691,,4.294915433649089,,-3.247539518756962,,,1.939389765805907,0.6420279173763866,,,,-8.565908671880928,,,,0.4937984484808981,,,2.8326892634961816,,,-1.008395599141183,,-0.35883818212767343,,,,,1.8867419183357224,,,,,,2.4653618466673963,,,,,,-6.4015740598784365,,,2.931678190730772,,,,,,
ACH-000457,CAL54,Kidney,Renal Cell Carcinoma,,,-5.438926283886253,,,,,,2.6984209750373656,1.145523569183272,,,,-0.7797798513373772,1.0326772281283405,,,,,,5.98885871661175,,,,,,,,-0.6853018061919761,,,2.002150652145576,,-5.085846982030748,,,,,,,,1.5072139698222096,,2.3830921858710483,,,-0.4824045327186058,-4.952770400266537,-2.5469591519572585,-6.977794126043182,,,,,,,0.8131026466722845,,,,,,,-0.8795823137827299,-0.5039916773629193,2.866928675085352,,,,,,2.651134730614296,,,,,,,1.856797240736373,,,,,,,,,,2.8944097389787062,,,,,,,0.2317946342840155,,,,-3.5083338413975964,,,,,,,2.8739230132816918,,0.9024346400194826,,,2.3229400616806037,0.7228695151567032,,,2.2202689180120974,-6.5173396228377936,0.9639958997442696,,,,,,0.8623858328698459,,,-0.8724938852459361,,-0.6732092597655761,,,,,,,-4.253642809829373,,,,0.8196850073484224,,3.2518804223908484,,,,,,2.9806368979516704,2.8304719047895937,,,,1.2927097551874784,,
ACH-000174,CAL62,Thyroid,Thyroid Carcinoma,Anaplastic,,-5.940417085585975,-5.944677085624711,,,,,3.0083118345536084,1.703191367155584,,,,-1.5837671433316902,3.070880646352188,,,,1.1040641642519498,,6.385357988729322,,,,,,,,,,,2.6202797810366363,,,,,,3.2041684788279743,,2.2482000412632086,,,,3.5221087918586425,,,-0.3162489757326825,-4.923584951704197,-5.622474034189635,-6.918880985683402,,,,,-7.5740218087571325,,,2.1810729547883625,,,,,,-3.2498807094149216,-2.824466987635485,,,,2.6522704279769664,-4.729170994719353,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2385562349922,-0.32622502698280875,,,,,,-4.656833305701938,-6.138281554313275,,,,,1.2402575556673046,,,2.2528277216086794,1.5273260712109218,,,2.3861657353577543,-8.58607293769209,,,,0.8266568808557893,,,2.160916065675244,,,,,-1.4358189852967858,,,,,2.564345882579612,,,,,,2.478657805878025,,,,,-0.3401519342653759,,,,3.3083284054473667,,,,,,
